"ï»¿""Observation station""",Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Pelkosenniemi parish,2017,5,7,6,2017-05-07,-4.4,7.0,225
Pelkosenniemi parish,2017,5,8,5,2017-05-08,-4.4,1.0,"194,4"
Pelkosenniemi parish,2017,5,9,5,2017-05-09,-2.5,7.0,187
Pelkosenniemi parish,2017,5,10,5,2017-05-10,-4.0,7.0,"212,7"
Pelkosenniemi parish,2017,5,11,4,2017-05-11,-4.3,7.0,"200,9"
Pelkosenniemi parish,2017,5,12,4,2017-05-12,-3.0,7.0,233
Pelkosenniemi parish,2017,5,13,4,2017-05-13,-3.1,5.0,"242,2"
Pelkosenniemi parish,2017,5,14,3,2017-05-14,-2.5,0.0,"245,4"
Pelkosenniemi parish,2017,5,15,2,2017-05-15,-1.7,0.0,"319,6"
Pelkosenniemi parish,2017,5,16,2,2017-05-16,0.9,0.0,"290,1"
Pelkosenniemi parish,2017,5,17,1,2017-05-17,0.7,7.0,"92,9"
Pelkosenniemi parish,2017,5,18,1,2017-05-18,5.4,8.0,"294,3"
Pelkosenniemi parish,2017,5,19,1,2017-05-19,4.8,7.0,"106,3"
Pelkosenniemi parish,2017,5,20,1,2017-05-20,1.2,8.0,"187,1"
Pelkosenniemi parish,2017,5,21,1,2017-05-21,3.4,8.0,"146,6"
Pelkosenniemi parish,2017,5,22,1,2017-05-22,4.7,8.0,"155,1"
Pelkosenniemi parish,2017,5,23,-1,2017-05-23,3.0,7.0,"242,2"
Pelkosenniemi parish,2017,5,24,-1,2017-05-24,4.1,0.0,"156,9"
Pelkosenniemi parish,2017,5,25,-1,2017-05-25,6.0,8.0,"229,2"
Pelkosenniemi parish,2017,5,26,-1,2017-05-26,0.0,0.0,189
Pelkosenniemi parish,2017,5,27,-1,2017-05-27,0.4,0.0,"211,6"
Pelkosenniemi parish,2017,5,28,-1,2017-05-28,0.1,0.0,"109,9"
Pelkosenniemi parish,2017,5,29,-1,2017-05-29,0.2,3.0,"219,7"
Pelkosenniemi parish,2017,5,30,-1,2017-05-30,1.5,0.0,"225,7"
Pelkosenniemi parish,2017,5,31,-1,2017-05-31,1.4,7.0,"225,9"
Pelkosenniemi parish,2017,6,1,-1,2017-06-01,-0.6,0.0,"163,6"
Pelkosenniemi parish,2017,6,2,-1,2017-06-02,-0.7,8.0,"116,3"
Pelkosenniemi parish,2017,6,3,-1,2017-06-03,0.0,7.0,147
Pelkosenniemi parish,2017,6,4,-1,2017-06-04,0.1,8.0,"75,9"
Pelkosenniemi parish,2017,6,5,-1,2017-06-05,2.9,8.0,"90,2"
Pelkosenniemi parish,2017,6,6,-1,2017-06-06,7.6,1.0,"138,2"
Pelkosenniemi parish,2017,6,7,-1,2017-06-07,13.7,1.0,"349,1"
Pelkosenniemi parish,2017,6,8,-1,2017-06-08,16.2,0.0,"347,5"
Pelkosenniemi parish,2017,6,9,-1,2017-06-09,17.3,0.0,"323,6"
Pelkosenniemi parish,2017,6,10,-1,2017-06-10,16.9,8.0,"242,8"
Pelkosenniemi parish,2017,6,11,-1,2017-06-11,5.9,5.0,"161,3"
Pelkosenniemi parish,2017,6,12,-1,2017-06-12,8.4,0.0,"356,4"
Pelkosenniemi parish,2017,6,13,-1,2017-06-13,7.6,0.0,"335,9"
Pelkosenniemi parish,2017,6,14,-1,2017-06-14,8.8,0.0,"340,6"
Pelkosenniemi parish,2017,6,15,-1,2017-06-15,14.7,0.0,"284,8"
Pelkosenniemi parish,2017,6,16,-1,2017-06-16,16.0,7.0,"257,5"
Pelkosenniemi parish,2017,6,17,-1,2017-06-17,13.1,8.0,"179,6"
Pelkosenniemi parish,2017,6,18,-1,2017-06-18,10.7,7.0,"95,5"
Pelkosenniemi parish,2017,6,19,-1,2017-06-19,8.1,8.0,"144,4"
Pelkosenniemi parish,2017,6,20,-1,2017-06-20,6.2,0.0,"290,6"
Pelkosenniemi parish,2017,6,21,-1,2017-06-21,0.9,8.0,"113,2"
Pelkosenniemi parish,2017,6,22,-1,2017-06-22,2.9,8.0,"78,8"
Pelkosenniemi parish,2017,6,23,-1,2017-06-23,3.5,7.0,"112,4"
Pelkosenniemi parish,2017,6,24,-1,2017-06-24,6.4,7.0,"218,4"
Pelkosenniemi parish,2017,6,25,-1,2017-06-25,9.2,7.0,"181,1"
Pelkosenniemi parish,2017,6,26,-1,2017-06-26,7.6,7.0,"88,6"
Pelkosenniemi parish,2017,6,27,-1,2017-06-27,8.9,7.0,"111,9"
Pelkosenniemi parish,2017,6,28,-1,2017-06-28,8.9,7.0,179
Pelkosenniemi parish,2017,6,29,-1,2017-06-29,10.4,1.0,"260,5"
Pelkosenniemi parish,2017,6,30,-1,2017-06-30,13.8,3.0,"274,8"
Pelkosenniemi parish,2017,7,1,-1,2017-07-01,14.7,0.0,"224,3"
Pelkosenniemi parish,2017,7,2,-1,2017-07-02,15.6,0.0,"288,9"
Pelkosenniemi parish,2017,7,3,-1,2017-07-03,16.9,7.0,"202,7"
Pelkosenniemi parish,2017,7,4,-1,2017-07-04,16.3,7.0,"245,3"
Pelkosenniemi parish,2017,7,5,-1,2017-07-05,9.5,8.0,"52,4"
Pelkosenniemi parish,2017,7,6,-1,2017-07-06,4.1,8.0,"51,9"
Pelkosenniemi parish,2017,7,7,-1,2017-07-07,8.6,5.0,"292,7"
Pelkosenniemi parish,2017,7,8,-1,2017-07-08,13.4,5.0,"231,7"
Pelkosenniemi parish,2017,7,9,-1,2017-07-09,15.1,0.0,"316,8"
Pelkosenniemi parish,2017,7,10,-1,2017-07-10,14.0,1.0,"234,6"
Pelkosenniemi parish,2017,7,11,-1,2017-07-11,14.7,8.0,"213,8"
Pelkosenniemi parish,2017,7,12,-1,2017-07-12,13.4,7.0,"93,3"
Pelkosenniemi parish,2017,7,13,-1,2017-07-13,14.0,7.0,"141,1"
Pelkosenniemi parish,2017,7,14,-1,2017-07-14,13.9,5.0,"179,8"
Pelkosenniemi parish,2017,7,15,-1,2017-07-15,12.3,0.0,"203,6"
Pelkosenniemi parish,2017,7,16,-1,2017-07-16,15.1,0.0,"310,5"
Pelkosenniemi parish,2017,7,17,-1,2017-07-17,14.8,0.0,"224,3"
Pelkosenniemi parish,2017,7,18,-1,2017-07-18,11.1,7.0,96
Pelkosenniemi parish,2017,7,19,-1,2017-07-19,9.9,8.0,"82,2"
Pelkosenniemi parish,2017,7,20,-1,2017-07-20,9.2,7.0,"100,8"
Pelkosenniemi parish,2017,7,21,-1,2017-07-21,8.8,8.0,"111,9"
Pelkosenniemi parish,2017,7,22,-1,2017-07-22,9.6,8.0,"113,6"
Pelkosenniemi parish,2017,7,23,-1,2017-07-23,12.1,7.0,"246,8"
Pelkosenniemi parish,2017,7,24,-1,2017-07-24,13.6,1.0,"301,8"
Pelkosenniemi parish,2017,7,25,-1,2017-07-25,16.9,3.0,"300,4"
Pelkosenniemi parish,2017,7,26,-1,2017-07-26,18.1,0.0,275
Pelkosenniemi parish,2017,7,27,-1,2017-07-27,16.4,3.0,"167,1"
Pelkosenniemi parish,2017,7,28,-1,2017-07-28,18.8,0.0,211
Pelkosenniemi parish,2017,7,29,-1,2017-07-29,16.5,1.0,"175,6"
Pelkosenniemi parish,2017,7,30,-1,2017-07-30,14.8,8.0,216
Pelkosenniemi parish,2017,7,31,-1,2017-07-31,13.7,5.0,"143,4"
Pelkosenniemi parish,2017,8,1,-1,2017-08-01,12.3,5.0,"89,9"
Pelkosenniemi parish,2017,8,2,-1,2017-08-02,13.0,7.0,"134,1"
Pelkosenniemi parish,2017,8,3,-1,2017-08-03,12.7,7.0,"116,9"
Pelkosenniemi parish,2017,8,4,-1,2017-08-04,9.8,1.0,"159,1"
Pelkosenniemi parish,2017,8,5,-1,2017-08-05,10.0,8.0,119
Pelkosenniemi parish,2017,8,6,-1,2017-08-06,8.3,7.0,"67,3"
Pelkosenniemi parish,2017,8,7,-1,2017-08-07,8.6,7.0,"86,3"
Pelkosenniemi parish,2017,8,8,-1,2017-08-08,11.7,7.0,"185,2"
Pelkosenniemi parish,2017,8,9,-1,2017-08-09,12.5,5.0,146
Pelkosenniemi parish,2017,8,10,-1,2017-08-10,11.8,7.0,"107,6"
Pelkosenniemi parish,2017,8,11,-1,2017-08-11,12.6,3.0,"155,3"
Pelkosenniemi parish,2017,8,12,-1,2017-08-12,13.9,5.0,"146,3"
Pelkosenniemi parish,2017,8,13,-1,2017-08-13,12.4,5.0,"67,7"
Pelkosenniemi parish,2017,8,14,-1,2017-08-14,10.2,7.0,"178,3"
Pelkosenniemi parish,2017,8,15,-1,2017-08-15,10.0,0.0,"221,8"
Pelkosenniemi parish,2017,8,16,-1,2017-08-16,12.2,1.0,"194,2"
Pelkosenniemi parish,2017,8,17,-1,2017-08-17,12.2,8.0,"170,4"
Pelkosenniemi parish,2017,8,18,-1,2017-08-18,14.4,1.0,"200,2"
Pelkosenniemi parish,2017,8,19,-1,2017-08-19,13.9,8.0,"130,3"
Pelkosenniemi parish,2017,8,20,-1,2017-08-20,12.2,7.0,75
Pelkosenniemi parish,2017,8,21,-1,2017-08-21,11.5,8.0,"74,8"
Pelkosenniemi parish,2017,8,22,-1,2017-08-22,7.8,8.0,"65,4"
Pelkosenniemi parish,2017,8,23,-1,2017-08-23,5.0,7.0,"59,9"
Pelkosenniemi parish,2017,8,24,-1,2017-08-24,5.4,8.0,"58,1"
Pelkosenniemi parish,2017,8,25,-1,2017-08-25,5.1,8.0,"73,1"
Pelkosenniemi parish,2017,8,26,-1,2017-08-26,5.2,3.0,"118,7"
Pelkosenniemi parish,2017,8,27,-1,2017-08-27,4.8,8.0,"83,8"
Pelkosenniemi parish,2017,8,28,-1,2017-08-28,7.1,0.0,"186,6"
Pelkosenniemi parish,2017,8,29,-1,2017-08-29,9.1,7.0,"59,2"
Pelkosenniemi parish,2017,8,30,-1,2017-08-30,9.5,8.0,"136,7"
Pelkosenniemi parish,2017,8,31,-1,2017-08-31,10.3,0.0,"170,7"
Pelkosenniemi parish,2017,9,1,-1,2017-09-01,7.4,8.0,46
Pelkosenniemi parish,2017,9,2,-1,2017-09-02,7.6,7.0,130
Pelkosenniemi parish,2017,9,3,-1,2017-09-03,10.0,5.0,"161,3"
Pelkosenniemi parish,2017,9,4,-1,2017-09-04,10.5,0.0,"165,5"
Pelkosenniemi parish,2017,9,5,-1,2017-09-05,9.7,3.0,"169,3"
Pelkosenniemi parish,2017,9,6,-1,2017-09-06,10.1,0.0,"165,1"
Pelkosenniemi parish,2017,9,7,-1,2017-09-07,8.5,0.0,"160,4"
Pelkosenniemi parish,2017,9,8,-1,2017-09-08,7.2,0.0,"37,2"
Pelkosenniemi parish,2017,9,9,-1,2017-09-09,3.9,8.0,"30,2"
Pelkosenniemi parish,2017,9,10,-1,2017-09-10,4.5,8.0,"18,7"
Pelkosenniemi parish,2017,9,11,-1,2017-09-11,7.4,7.0,"41,9"
Pelkosenniemi parish,2017,9,12,-1,2017-09-12,7.9,7.0,"48,7"
Pelkosenniemi parish,2017,9,13,-1,2017-09-13,5.3,7.0,52
Pelkosenniemi parish,2017,9,14,-1,2017-09-14,4.2,8.0,"52,4"
Pelkosenniemi parish,2017,9,15,-1,2017-09-15,2.8,8.0,"36,4"
Pelkosenniemi parish,2017,9,16,-1,2017-09-16,3.4,8.0,"22,7"
Pelkosenniemi parish,2017,9,17,-1,2017-09-17,3.4,7.0,"52,1"
Pelkosenniemi parish,2017,9,18,-1,2017-09-18,3.5,8.0,"61,9"
Pelkosenniemi parish,2017,9,19,-1,2017-09-19,2.7,7.0,"32,3"
Pelkosenniemi parish,2017,9,20,-1,2017-09-20,1.6,7.0,"57,3"
Pelkosenniemi parish,2017,9,21,-1,2017-09-21,2.9,8.0,"53,3"
Pelkosenniemi parish,2017,9,22,-1,2017-09-22,4.5,8.0,"38,6"
Pelkosenniemi parish,2017,9,23,-1,2017-09-23,4.7,8.0,"19,1"
Pelkosenniemi parish,2017,9,24,-1,2017-09-24,6.6,8.0,"18,8"
Pelkosenniemi parish,2017,9,25,-1,2017-09-25,6.3,7.0,18
Pelkosenniemi parish,2017,9,26,-1,2017-09-26,5.2,8.0,"19,2"
Pelkosenniemi parish,2017,9,27,-1,2017-09-27,4.7,8.0,"18,4"
Pelkosenniemi parish,2017,9,28,-1,2017-09-28,4.3,8.0,"20,7"
Pelkosenniemi parish,2017,9,29,-1,2017-09-29,3.3,8.0,"28,6"
Pelkosenniemi parish,2017,9,30,-1,2017-09-30,3.3,7.0,"20,9"
Pelkosenniemi parish,2017,10,1,-1,2017-10-01,2.1,8.0,"22,8"
Pelkosenniemi parish,2017,10,2,-1,2017-10-02,2.0,8.0,"14,6"
Pelkosenniemi parish,2017,10,3,-1,2017-10-03,2.6,8.0,"30,1"
Pelkosenniemi parish,2017,10,4,-1,2017-10-04,2.3,8.0,"10,4"
Pelkosenniemi parish,2017,10,5,-1,2017-10-05,4.2,7.0,"19,3"
Pelkosenniemi parish,2017,10,6,-1,2017-10-06,3.8,8.0,"22,2"
Pelkosenniemi parish,2017,10,7,-1,2017-10-07,3.4,7.0,"19,3"
Pelkosenniemi parish,2017,10,8,-1,2017-10-08,2.6,9.0,"30,2"
Pelkosenniemi parish,2017,10,9,-1,2017-10-09,2.1,8.0,"23,4"
Pelkosenniemi parish,2017,10,10,-1,2017-10-10,-0.5,7.0,34
Pelkosenniemi parish,2017,10,11,-1,2017-10-11,1.3,8.0,"13,6"
Pelkosenniemi parish,2017,10,12,-1,2017-10-12,2.4,8.0,"22,6"
Pelkosenniemi parish,2017,10,13,-1,2017-10-13,2.0,8.0,"33,2"
Pelkosenniemi parish,2017,10,14,-1,2017-10-14,1.8,7.0,"12,9"
Pelkosenniemi parish,2017,10,15,-1,2017-10-15,1.1,8.0,"19,7"
Pelkosenniemi parish,2017,10,16,-1,2017-10-16,-0.4,8.0,"4,9"
Pelkosenniemi parish,2017,10,17,0,2017-10-17,-1.5,8.0,"15,9"
Pelkosenniemi parish,2017,10,18,-1,2017-10-18,-2.1,7.0,"24,5"
Pelkosenniemi parish,2017,10,19,-1,2017-10-19,-1.3,7.0,"25,8"
Pelkosenniemi parish,2017,10,20,-1,2017-10-20,-3.7,7.0,"32,1"
Pelkosenniemi parish,2017,10,21,-1,2017-10-21,-3.7,5.0,19
Pelkosenniemi parish,2017,10,22,0,2017-10-22,-2.3,8.0,"29,6"
Pelkosenniemi parish,2017,10,23,0,2017-10-23,-4.5,8.0,18
Pelkosenniemi parish,2017,10,24,1,2017-10-24,-5.4,7.0,"18,9"
Pelkosenniemi parish,2017,10,25,1,2017-10-25,-4.7,8.0,12
Pelkosenniemi parish,2017,10,26,1,2017-10-26,-5.4,8.0,"11,8"
Pelkosenniemi parish,2017,10,27,1,2017-10-27,-3.2,7.0,"8,9"
Pelkosenniemi parish,2017,10,28,0,2017-10-28,-1.0,7.0,"4,6"
Pelkosenniemi parish,2017,10,29,10,2017-10-29,-3.1,7.0,11
Pelkosenniemi parish,2017,10,30,15,2017-10-30,-7.5,3.0,
Pelkosenniemi parish,2017,10,31,15,2017-10-31,-7.9,,
Pelkosenniemi parish,2017,11,1,15,2017-11-01,-6.8,0.0,22
Pelkosenniemi parish,2017,11,2,15,2017-11-02,-7.0,5.0,"5,2"
Pelkosenniemi parish,2017,11,3,15,2017-11-03,-2.7,0.0,"17,2"
Pelkosenniemi parish,2017,11,4,15,2017-11-04,-0.4,8.0,"16,8"
Pelkosenniemi parish,2017,11,5,13,2017-11-05,-1.1,8.0,"2,7"
Pelkosenniemi parish,2017,11,6,12,2017-11-06,-0.1,8.0,"1,9"
Pelkosenniemi parish,2017,11,7,5,2017-11-07,-2.1,8.0,13
Pelkosenniemi parish,2017,11,8,3,2017-11-08,-2.0,0.0,"2,4"
Pelkosenniemi parish,2017,11,9,2,2017-11-09,-0.4,7.0,"1,2"
Pelkosenniemi parish,2017,11,10,-1,2017-11-10,-0.3,8.0,"2,6"
Pelkosenniemi parish,2017,11,11,1,2017-11-11,-1.5,7.0,"2,7"
Pelkosenniemi parish,2017,11,12,2,2017-11-12,-1.5,8.0,"4,7"
Pelkosenniemi parish,2017,11,13,11,2017-11-13,-2.7,7.0,"3,3"
Pelkosenniemi parish,2017,11,14,11,2017-11-14,-4.6,7.0,4
Pelkosenniemi parish,2017,11,15,12,2017-11-15,-5.2,8.0,"7,1"
Pelkosenniemi parish,2017,11,16,12,2017-11-16,-6.8,8.0,"3,1"
Pelkosenniemi parish,2017,11,17,12,2017-11-17,-6.7,8.0,"1,9"
Pelkosenniemi parish,2017,11,18,15,2017-11-18,-10.0,8.0,"1,8"
Pelkosenniemi parish,2017,11,19,15,2017-11-19,-9.5,7.0,"3,4"
Pelkosenniemi parish,2017,11,20,28,2017-11-20,-7.5,8.0,"0,9"
Pelkosenniemi parish,2017,11,21,29,2017-11-21,-9.4,7.0,"2,3"
Pelkosenniemi parish,2017,11,22,29,2017-11-22,-10.4,3.0,"2,2"
Pelkosenniemi parish,2017,11,23,29,2017-11-23,-11.9,8.0,"1,4"
Pelkosenniemi parish,2017,11,24,24,2017-11-24,-6.2,9.0,"0,5"
Pelkosenniemi parish,2017,11,25,26,2017-11-25,-1.6,8.0,"0,9"
Pelkosenniemi parish,2017,11,26,25,2017-11-26,-3.1,7.0,"0,3"
Pelkosenniemi parish,2017,11,27,26,2017-11-27,-3.2,8.0,"0,9"
Pelkosenniemi parish,2017,11,28,33,2017-11-28,-3.8,8.0,"0,6"
Pelkosenniemi parish,2017,11,29,33,2017-11-29,-6.8,0.0,"0,7"
Pelkosenniemi parish,2017,11,30,33,2017-11-30,-4.1,8.0,"0,4"
Pelkosenniemi parish,2017,12,1,33,2017-12-01,-4.9,8.0,"0,4"
Pelkosenniemi parish,2017,12,2,33,2017-12-02,-5.2,8.0,"0,5"
Pelkosenniemi parish,2017,12,3,34,2017-12-03,-3.0,8.0,"0,6"
Pelkosenniemi parish,2017,12,4,33,2017-12-04,-8.1,5.0,"0,4"
Pelkosenniemi parish,2017,12,5,33,2017-12-05,-9.5,8.0,"0,5"
Pelkosenniemi parish,2017,12,6,33,2017-12-06,-9.3,8.0,"0,4"
Pelkosenniemi parish,2017,12,7,33,2017-12-07,-11.7,8.0,"0,1"
Pelkosenniemi parish,2017,12,8,32,2017-12-08,-9.0,8.0,"-0,3"
Pelkosenniemi parish,2017,12,9,35,2017-12-09,-7.1,7.0,"-0,2"
Pelkosenniemi parish,2017,12,10,38,2017-12-10,-3.3,8.0,"-0,1"
Pelkosenniemi parish,2017,12,11,40,2017-12-11,-4.2,8.0,0
Pelkosenniemi parish,2017,12,12,40,2017-12-12,-6.1,8.0,"-0,1"
Pelkosenniemi parish,2017,12,13,55,2017-12-13,-6.1,9.0,0
Pelkosenniemi parish,2017,12,14,55,2017-12-14,-7.1,7.0,"-0,3"
Pelkosenniemi parish,2017,12,15,50,2017-12-15,-6.2,7.0,"-0,3"
Pelkosenniemi parish,2017,12,16,50,2017-12-16,-7.8,8.0,0
Pelkosenniemi parish,2017,12,17,50,2017-12-17,-9.3,8.0,"0,2"
Pelkosenniemi parish,2017,12,18,50,2017-12-18,-8.3,8.0,"-0,3"
Pelkosenniemi parish,2017,12,19,50,2017-12-19,-6.2,0.0,"0,1"
Pelkosenniemi parish,2017,12,20,50,2017-12-20,-1.2,8.0,"-0,5"
Pelkosenniemi parish,2017,12,21,43,2017-12-21,-3.6,5.0,"-0,5"
Pelkosenniemi parish,2017,12,22,44,2017-12-22,-6.4,0.0,"-0,4"
Pelkosenniemi parish,2017,12,23,43,2017-12-23,-9.2,0.0,"-0,4"
Pelkosenniemi parish,2017,12,24,48,2017-12-24,-10.5,7.0,"-0,1"
Pelkosenniemi parish,2017,12,25,48,2017-12-25,-11.2,8.0,"-0,1"
Pelkosenniemi parish,2017,12,26,48,2017-12-26,-12.6,8.0,0
Pelkosenniemi parish,2017,12,27,48,2017-12-27,-13.0,8.0,"-0,1"
Pelkosenniemi parish,2017,12,28,48,2017-12-28,-10.2,8.0,"-0,2"
Pelkosenniemi parish,2017,12,29,48,2017-12-29,-10.2,7.0,"-0,1"
Pelkosenniemi parish,2017,12,30,50,2017-12-30,-3.3,8.0,"-0,2"
Pelkosenniemi parish,2017,12,31,54,2017-12-31,-4.0,7.0,"-0,1"
Pelkosenniemi parish,2018,1,1,54,2018-01-01,-5.7,7.0,"-0,1"
Pelkosenniemi parish,2018,1,2,54,2018-01-02,-5.8,8.0,0
Pelkosenniemi parish,2018,1,3,54,2018-01-03,-5.8,7.0,"0,3"
Pelkosenniemi parish,2018,1,4,56,2018-01-04,-7.4,8.0,"0,1"
Pelkosenniemi parish,2018,1,5,56,2018-01-05,-9.1,8.0,0
Pelkosenniemi parish,2018,1,6,62,2018-01-06,-4.6,8.0,"0,4"
Pelkosenniemi parish,2018,1,7,77,2018-01-07,-9.1,9.0,"0,2"
Pelkosenniemi parish,2018,1,8,68,2018-01-08,-10.0,7.0,"0,3"
Pelkosenniemi parish,2018,1,9,68,2018-01-09,-6.2,0.0,"0,5"
Pelkosenniemi parish,2018,1,10,68,2018-01-10,-3.4,8.0,"0,6"
Pelkosenniemi parish,2018,1,11,68,2018-01-11,-6.4,9.0,"0,5"
Pelkosenniemi parish,2018,1,12,68,2018-01-12,-7.4,8.0,"0,9"
Pelkosenniemi parish,2018,1,13,68,2018-01-13,-4.3,0.0,"1,8"
Pelkosenniemi parish,2018,1,14,67,2018-01-14,-5.1,8.0,1
Pelkosenniemi parish,2018,1,15,65,2018-01-15,-7.7,8.0,"-0,3"
Pelkosenniemi parish,2018,1,16,65,2018-01-16,-14.0,7.0,"1,1"
Pelkosenniemi parish,2018,1,17,65,2018-01-17,-15.2,8.0,"2,1"
Pelkosenniemi parish,2018,1,18,65,2018-01-18,-13.2,7.0,"1,3"
Pelkosenniemi parish,2018,1,19,65,2018-01-19,-12.6,8.0,"2,5"
Pelkosenniemi parish,2018,1,20,65,2018-01-20,-13.1,0.0,1
Pelkosenniemi parish,2018,1,21,70,2018-01-21,-14.8,7.0,"2,5"
Pelkosenniemi parish,2018,1,22,70,2018-01-22,-17.9,5.0,"2,7"
Pelkosenniemi parish,2018,1,23,72,2018-01-23,-18.7,7.0,"2,9"
Pelkosenniemi parish,2018,1,24,75,2018-01-24,-17.1,0.0,"1,6"
Pelkosenniemi parish,2018,1,25,79,2018-01-25,-5.4,8.0,"1,9"
Pelkosenniemi parish,2018,1,26,84,2018-01-26,-9.6,7.0,"4,4"
Pelkosenniemi parish,2018,1,27,84,2018-01-27,-8.3,1.0,"4,3"
Pelkosenniemi parish,2018,1,28,84,2018-01-28,-11.8,8.0,"4,2"
Pelkosenniemi parish,2018,1,29,83,2018-01-29,-9.9,8.0,"3,7"
Pelkosenniemi parish,2018,1,30,83,2018-01-30,-7.8,8.0,"5,2"
Pelkosenniemi parish,2018,1,31,83,2018-01-31,-8.0,8.0,"5,6"
Pelkosenniemi parish,2018,2,1,83,2018-02-01,-12.2,7.0,"-0,7"
Pelkosenniemi parish,2018,2,2,83,2018-02-02,-13.0,0.0,"7,5"
Pelkosenniemi parish,2018,2,3,83,2018-02-03,-11.8,3.0,"10,6"
Pelkosenniemi parish,2018,2,4,82,2018-02-04,-10.7,8.0,"16,9"
Pelkosenniemi parish,2018,2,5,82,2018-02-05,-11.6,0.0,"17,1"
Pelkosenniemi parish,2018,2,6,82,2018-02-06,-12.0,0.0,"15,1"
Pelkosenniemi parish,2018,2,7,83,2018-02-07,-15.6,8.0,"15,4"
Pelkosenniemi parish,2018,2,8,83,2018-02-08,-16.3,8.0,"19,7"
Pelkosenniemi parish,2018,2,9,80,2018-02-09,-7.9,8.0,7
Pelkosenniemi parish,2018,2,10,80,2018-02-10,-7.9,8.0,4
Pelkosenniemi parish,2018,2,11,80,2018-02-11,-8.8,7.0,"11,3"
Pelkosenniemi parish,2018,2,12,78,2018-02-12,-13.2,8.0,"9,3"
Pelkosenniemi parish,2018,2,13,79,2018-02-13,-8.1,8.0,"8,5"
Pelkosenniemi parish,2018,2,14,78,2018-02-14,-4.6,8.0,"10,4"
Pelkosenniemi parish,2018,2,15,80,2018-02-15,-4.6,8.0,"7,4"
Pelkosenniemi parish,2018,2,16,79,2018-02-16,-5.8,7.0,"14,3"
Pelkosenniemi parish,2018,2,17,79,2018-02-17,-9.1,8.0,"13,6"
Pelkosenniemi parish,2018,2,18,79,2018-02-18,-10.8,8.0,"34,7"
Pelkosenniemi parish,2018,2,19,79,2018-02-19,-11.2,8.0,"27,8"
Pelkosenniemi parish,2018,2,20,79,2018-02-20,-10.9,7.0,"24,6"
Pelkosenniemi parish,2018,2,21,79,2018-02-21,-13.5,0.0,36
Pelkosenniemi parish,2018,2,22,79,2018-02-22,-12.7,8.0,"30,9"
Pelkosenniemi parish,2018,2,23,79,2018-02-23,-14.6,0.0,"47,4"
Pelkosenniemi parish,2018,2,24,79,2018-02-24,-14.2,0.0,26
Pelkosenniemi parish,2018,2,25,79,2018-02-25,-12.0,0.0,"36,3"
Pelkosenniemi parish,2018,2,26,79,2018-02-26,-9.6,7.0,"25,4"
Pelkosenniemi parish,2018,2,27,78,2018-02-27,-11.7,8.0,"41,5"
Pelkosenniemi parish,2018,2,28,78,2018-02-28,-12.3,1.0,"60,4"
Pelkosenniemi parish,2018,3,1,77,2018-03-01,-6.3,5.0,"35,9"
Pelkosenniemi parish,2018,3,2,79,2018-03-02,-6.7,8.0,"31,8"
Pelkosenniemi parish,2018,3,3,79,2018-03-03,-11.2,7.0,"50,6"
Pelkosenniemi parish,2018,3,4,78,2018-03-04,-11.5,3.0,"71,6"
Pelkosenniemi parish,2018,3,5,78,2018-03-05,-11.4,8.0,"74,2"
Pelkosenniemi parish,2018,3,6,78,2018-03-06,-12.4,7.0,"73,7"
Pelkosenniemi parish,2018,3,7,77,2018-03-07,-14.1,3.0,"70,7"
Pelkosenniemi parish,2018,3,8,78,2018-03-08,-14.6,7.0,"42,1"
Pelkosenniemi parish,2018,3,9,80,2018-03-09,-11.6,7.0,"39,5"
Pelkosenniemi parish,2018,3,10,84,2018-03-10,-8.4,8.0,"34,3"
Pelkosenniemi parish,2018,3,11,88,2018-03-11,-5.1,7.0,"35,9"
Pelkosenniemi parish,2018,3,12,89,2018-03-12,-8.5,8.0,"86,2"
Pelkosenniemi parish,2018,3,13,88,2018-03-13,-8.9,7.0,"48,6"
Pelkosenniemi parish,2018,3,14,89,2018-03-14,-11.2,7.0,"97,7"
Pelkosenniemi parish,2018,3,15,88,2018-03-15,-12.4,0.0,105
Pelkosenniemi parish,2018,3,16,87,2018-03-16,-12.2,0.0,"104,9"
Pelkosenniemi parish,2018,3,17,86,2018-03-17,-8.2,8.0,"68,1"
Pelkosenniemi parish,2018,3,18,85,2018-03-18,-5.9,7.0,"74,3"
Pelkosenniemi parish,2018,3,19,84,2018-03-19,-9.8,7.0,70
Pelkosenniemi parish,2018,3,20,84,2018-03-20,-12.0,1.0,"121,1"
Pelkosenniemi parish,2018,3,21,84,2018-03-21,-10.9,7.0,54
Pelkosenniemi parish,2018,3,22,84,2018-03-22,-9.2,1.0,"117,6"
Pelkosenniemi parish,2018,3,23,84,2018-03-23,-10.7,0.0,"119,2"
Pelkosenniemi parish,2018,3,24,84,2018-03-24,-9.4,1.0,"138,2"
Pelkosenniemi parish,2018,3,25,83,2018-03-25,-12.1,0.0,"135,3"
Pelkosenniemi parish,2018,3,26,83,2018-03-26,-10.7,0.0,"125,5"
Pelkosenniemi parish,2018,3,27,82,2018-03-27,-9.8,1.0,"77,8"
Pelkosenniemi parish,2018,3,28,82,2018-03-28,-7.8,0.0,"116,4"
Pelkosenniemi parish,2018,3,29,82,2018-03-29,-5.8,7.0,108
